subject_id,subject_name,professor,user_grade,wishlist_actions,timetable_actions,unique_users
12083,대학영어회화1,유원,2,0,9,9
12143,임상여성학,OCU,2,1,8,9
9047,(HUSS서강대)인물로본포용사회의역사,미배정,1,6,3,8
9123,교육심리,안동근,2,1,8,8
9184,문학과함께행복의길찾기,전미정,2,4,5,8
9200,심리학의이해,박준성,4,1,7,8
9202,심리학의이해,서신화,1,3,5,8
9205,열린사회와다문화,정선주,1,6,3,8
9205,열린사회와다문화,정선주,2,3,5,8
9227,창의적사고와문제해결,양태연,2,7,2,8
9230,초급평영,김민철,2,4,6,8
9231,취창업진로세미나,취업경력개발원,2,3,6,8
9232,취창업진로세미나,취업경력개발원,1,8,1,8
9232,취창업진로세미나,취업경력개발원,2,3,6,8
9241,현대사회와빅데이터,양태연,2,4,4,8
9298,녹색성장과환경,박찬진,2,5,4,8
9325,미생물학입문,교육혁신본부,1,4,7,8
9325,미생물학입문,교육혁신본부,4,1,7,8
9358,신비로운해양생물이야기,이재성,2,5,5,8
9363,엔지니어정약용탐구,교육혁신본부,2,1,7,8
9374,영화로배우는독성학개론,예정용,4,2,7,8
9384,음악으로읽는세계문화사,김희진,2,5,5,8
9390,인공지능시대의스피치교육,교육혁신본부,2,2,7,8
9411,토익리딩집중,이은재,1,4,6,8
9411,토익리딩집중,이은재,2,6,4,8
9443,현대사회와인성,신승원,2,2,7,8
9691,행정법각론,김수진,3,3,7,8
9693,국제기구법,장석영,3,2,6,8
9696,상속법,진도왕,3,4,4,8
9750,미시데이터분석,김지영,2,0,8,8
9787,세포생물학,이승호,3,2,7,8
9788,뇌공학,양성구,3,2,7,8
9791,종합설계및세미나1,송영준,4,1,8,8
9806,생명공학캡스톤디자인,장성호,4,2,8,8
9809,대학수학(1),김기태,1,3,8,8
9821,일반화학실험(1),방지원,2,0,8,8
9833,유기화학,봉지홍,2,1,8,8
9866,대학수학(1),김기태,1,1,8,8
9904,건축과사회,이금진,4,2,8,8
9915,물리(2),김완선,2,2,7,8
9947,건축개론,김태완,1,4,5,8
9999,일반물리(1),김영찬,1,2,7,8
10001,지구시스템과학,강정구,1,2,7,8
10049,정부예산과경제,윤광진,3,0,8,8
10280,기초기능해부학,전경규,2,1,7,8
10284,웨이트트레이닝기초,정국현,2,0,8,8
10290,농구,미배정,2,0,8,8
10300,트레이닝방법론,변경호,3,4,6,8
10307,스포츠코칭,박상혁,3,2,7,8
10382,그래픽디자인,김시연,2,4,6,8
10386,레이아웃디자인,전혜연,2,4,6,8
10459,회계원리(1),유영태,1,2,7,8
10461,세법총론,전흥재,1,0,8,8
10476,데이터과학을위한기초통계학,강희재,1,2,8,8
10477,데이터과학을위한계량경영학,박준성,2,1,8,8
10478,데이터분석실습1,전용호,2,1,8,8
10479,데이터애널리틱스,전용호,3,4,7,8
10486,경영학원론,박현준,2,2,6,8
10489,경영학원론,박현준,1,5,4,8
10513,상법,미배정,4,2,7,8
10524,기업재무론,전용호,3,1,8,8
10532,인터넷마케팅,김성광,3,2,8,8
10535,투자론,김선호,3,3,7,8
10564,대학수학(1),전현채,1,3,8,8
10580,데이터베이스,유제진,2,3,5,8
10582,회로이론,김도엽,2,4,4,8
10595,빅데이터프로그래밍,안승환,3,4,6,8
10618,대학수학(1),한상현,1,3,7,8
10621,이산수학,김지범,1,1,8,8
10625,프로그래밍입문,채진석,1,3,7,8
10650,운영체제,박문주,3,6,6,8
10658,컴파일러설계,홍윤식,3,1,7,8
10678,정역학,박상인,1,3,8,8
10680,전기회로실험,조영욱,2,1,7,8
10716,기기분석 2,박영돈,3,2,8,8
10717,화공수치해석개론,김종우,3,1,7,8
10734,안전관리론,송창근,2,1,8,8
10739,토질역학,오태근,2,2,8,8
10772,생성형AI활용,이준혁,2,3,6,8
10798,회로이론,박창주,4,5,5,8
10802,전파공학,윤영노,3,3,6,8
10803,전파공학,윤영노,3,2,6,8
10805,이동통신공학,윤석현,4,2,6,8
10817,선형대수학,변윤식,1,6,4,8
10837,프로그래밍언어,최욱,2,6,3,8
10909,대학수학(1),이강주,1,5,5,8
10914,대학화학,오세영,1,3,7,8
10927,기계기초프로그래밍,김승권,1,4,6,8
10946,전기전자공학개론,김태우,2,5,4,8
10949,수치해석,김백진,3,3,5,8
10953,응용기계수학1,신성수,3,2,8,8
11025,물류개론,안영효,3,4,6,8
11030,국제거래규범,김규진,4,0,8,8
11033,국제무역보험론,김규진,2,0,8,8
11036,서비스마케팅론,이루리,4,2,6,8
11037,통계실습,유병국,3,2,7,8
11059,미시경제학,오태희,3,1,8,8
11063,수리경제학,이장연,2,2,8,8
11066,공정경쟁과산업분석,이기환,3,0,8,8
11133,정보검색,장수현,2,4,7,8
11134,기록관리,조재인,3,1,7,8
11151,영화의이해,이동후,3,2,7,8
11151,영화의이해,이동후,4,4,7,8
11176,사회복지법제와 실천,이은아,4,2,8,8
11211,글로벌패션산업이해,이현정,1,3,8,8
11212,섬유소재이해,조윤경,1,3,8,8
11316,자기설계세미나 I,조봉래,1,3,7,8
11338,일본어입문(1),신은진,1,5,5,8
11453,독일어문법,이원경,2,1,8,8
11469,영어회화(3),알라나 커밍스,2,3,8,8
11476,영어와심리,윤소연,2,4,6,8
11511,Academic English,이은재,1,3,7,8
11523,Academic English,김연정,1,2,8,8
11719,AI시대의글쓰기이론과실제,박상원,1,2,8,8
11730,AI시대의글쓰기이론과실제,윤숙,1,2,6,8
11751,AI사고와데이터리터러시,이선아,1,3,7,8
11859,대학영어회화1,"캘럼 맥코
트",2,0,8,8
11940,대학영어회화1,"캘럼 맥코
트",2,1,7,8
12009,대학영어회화1,유원,2,0,8,8
12115,대학영어회화1,브렌트 맥,2,3,7,8
12147,운동처방실제,OCU,4,1,8,8
9048,(HUSS서강대)포용사회주제세미나,미배정,1,6,3,7
9065,(HUSS)디지털포용과스타트업창업실무,박영은,1,6,1,7
9108,커리어로드맵,취업경력개발원,3,3,7,7
9113,직업기초능력1,이원철,4,1,7,7
9129,교육과정,미배정,3,2,7,7
9134,학교현장실습I:교육현장컨설팅,한은정,3,1,7,7
9153,FITNESS TRAINING,전경규,2,5,4,7
9153,FITNESS TRAINING,전경규,3,4,5,7
9175,기초스페인어,문성주,1,3,6,7
9185,문학욕망의윤리를말하다,최혜림,1,2,6,7
9202,심리학의이해,서신화,3,4,5,7
9204,열린사회와다문화,정선주,1,5,3,7
9213,일본어1,전혜수,2,3,4,7
9227,창의적사고와문제해결,양태연,1,5,4,7
9233,한국미술과문화,구진경,2,3,4,7
9234,한국미술과문화,구진경,4,3,4,7
9260,OTL론,서진완,2,2,5,7
9276,결혼과가족,류민영,1,3,5,7
9277,경영데이터분석,강희재,3,3,7,7
9287,글로벌인천스토리텔링,송승석,2,6,1,7
9306,디지털미디어로보는무역과통상,고보민,2,4,5,7
9312,문학의숲에서치유를만나다,전미정,2,3,4,7
9319,물류의이해,김우중,1,4,5,7
9321,물의위기와환경,이민수,3,3,5,7
9331,사고력향상법,박동명,4,5,5,7
9336,삶과경력개발,교육혁신본부,3,1,6,7
9337,삶과천문학,김민수,4,4,3,7
9340,생활속의경제원리,오경희,2,3,5,7
9348,소도구필라테스체형교정,양명주,2,3,4,7
9356,스토리텔링뮤직,김규,3,3,4,7
9361,실전토익700,차현지,4,3,6,7
9362,야구,강년주,1,3,5,7
9363,엔지니어정약용탐구,교육혁신본부,4,1,6,7
9375,영화예술과문화생활,박근수,4,3,5,7
9380,우리가살고있는신비한지구,최윤성,1,5,2,7
9411,토익리딩집중,이은재,4,2,5,7
9682,형법각론,정배근,3,5,4,7
9687,국제법(2),미배정,3,3,5,7
9793,인체생리학,양성구,4,0,7,7
9799,분자생물학,장성호,3,1,7,7
9802,발효공학,서명지,3,1,6,7
9804,의학공학,박경민,3,1,7,7
9810,일반물리학,미배정,1,4,5,7
9813,일반생물학(1),장성호,1,4,4,7
9818,일반화학(1),그레고리 아이작 피터슨,1,3,5,7
9837,유전학,박준태,3,1,7,7
9854,동물분류및형태학,배양섭,3,1,7,7
9856,분자생물학,최재혁,3,1,7,7
9857,분자생물학실험,최재혁,3,1,6,7
9880,화학,권태현,3,0,7,7
9928,건축경제,구충완,4,2,7,7
9935,건축기초설계1,김한규,1,2,7,7
9957,도시공간정보기초,강준오,2,2,6,7
9962,도시경제학,권기현,2,1,6,7
9997,선형대수학,신희수,1,2,6,7
10003,건설환경공학개론,박정희,1,2,6,7
10017,건설경제성공학,미배정,3,1,7,7
10019,상수도시스템,장동우,3,1,6,7
10039,엔지니어링소프트웨어,유지예,1,5,5,7
10044,도시사회학이론,최혜민,3,0,7,7
10048,도시조사분석방법론,최승준,3,1,7,7
10139,수학교과교육론,왕효원,2,1,7,7
10140,해석학,윤영훈,2,1,7,7
10142,조합및그래프이론,하구용,2,1,7,7
10143,집합론,장규환,2,1,7,7
10185,국어문법론,김윤신,2,0,7,7
10186,문학교육론,박주형,2,0,7,7
10216,운동과스포츠생리학,황문현,2,2,7,7
10234,하지운동손상평가,미배정,3,1,6,7
10283,웨이트트레이닝기초,미배정,2,2,5,7
10289,New sports1,우희준,2,1,7,7
10298,Sport Management,홍진배,3,2,6,7
10304,근골격기능운동학,전경규,3,1,6,7
10305,배드민턴기초,이다혜,3,3,4,7
10311,골프기초,곽지영,4,1,7,7
10360,자기설계세미나 I,안혜신,1,4,6,7
10364,평면과디자인,문해원,1,5,5,7
10370,영상과디자인,유동현,1,1,7,7
10376,기초제품디자인,조유석,2,2,6,7
10379,GUI디자인,이운형,2,4,3,7
10397,비주얼스토리텔링,박지연,3,1,7,7
10457,경영학원론,박현준,1,2,7,7
10464,원가회계,최평국,3,1,7,7
10466,중급회계(1),김광태,3,1,6,7
10475,데이터과학개론,박준성,2,1,6,7
10475,데이터과학개론,박준성,3,1,6,7
10478,데이터분석실습1,전용호,3,3,6,7
10489,경영학원론,박현준,3,4,5,7
10495,회계원리,김명주,4,3,4,7
10497,MIS개론,박천웅,3,3,5,7
10497,MIS개론,박천웅,4,4,5,7
10500,경영과학,김서영,3,4,3,7
10501,경영과학,김서영,3,5,6,7
10501,경영과학,김서영,4,3,6,7
10508,마케팅원론,박은하,4,4,5,7
10513,상법,미배정,3,1,7,7
10534,투자론,김선호,3,2,5,7
10585,전자계산기구조,조원서,2,4,3,7
10596,빅데이터프로그래밍,우요섭,3,2,5,7
10614,통신시스템설계,전현채,4,2,7,7
10621,이산수학,김지범,4,3,7,7
10631,데이터프로그래밍,이장호,3,3,6,7
10637,Java언어,허혜선,2,2,6,7
10647,데이터베이스,박기석,3,7,1,7
10657,컴파일러설계,홍윤식,3,1,7,7
10659,CAPSTONE DESIGN,박문주,4,3,6,7
10663,CAPSTONE DESIGN,안재균,4,4,7,7
10673,대학수학(1),우현명,1,3,7,7
10674,화학생물,이탁기,1,2,7,7
10676,공학프로그래밍,김우용,1,2,6,7
10677,자기설계세미나,박상인,1,2,7,7
10713,에너지화공기초실험,노윤호,3,0,7,7
10758,재료컴퓨터해석,장태후,3,2,7,7
10789,시스템종합설계,유우식,4,4,4,7
10800,회로이론,김태훈,4,6,3,7
10801,전파공학,김영현,3,4,5,7
10831,디지털실험,이경순,2,4,3,7
10855,캡스턴디자인1,서정현,4,3,4,7
10856,캡스턴디자인1,양운근,4,5,3,7
10860,아날로그집적회로,송준영,4,2,6,7
10867,컴퓨터프로그래밍,강동우,1,1,7,7
10871,전기.전자기초실험,김준석,2,4,4,7
10872,전기.전자기초실험,김용하,2,4,5,7
10879,디지털공학개론,최현규,2,3,6,7
10880,응용선형대수,이동길,2,2,7,7
10883,전기실험(2),윤주형,3,0,7,7
10886,전기기기(1),강동우,3,0,7,7
10893,인공지능개론,이명훈,3,0,7,7
10897,송배전설계,서재완,4,3,6,7
10899,전기기기제어론,김준석,4,4,5,7
10903,현대제어,이동길,4,2,6,7
10928,기계기초프로그래밍,김승권,1,3,5,7
10938,고체역학1,박형범,2,4,4,7
10956,기계공작법,구상모,3,2,7,7
10968,기계공학실험,남동호,4,2,7,7
10988,가계재무설계,성영애,2,2,6,7
11011,경제학원리(1),주현,1,3,5,7
11017,국제무역론,이윤,4,4,6,7
11019,국제무역론,이윤,2,5,4,7
11023,물류개론,안영효,3,2,5,7
11028,회계원리,이창현,2,2,6,7
11044,바이오비즈니스론,이루리,4,3,6,7
11057,경제사,양준호,2,1,6,7
11060,미시경제학,황성현,2,2,5,7
11064,시사경제1,황선길,3,1,7,7
11069,기초계량경제학,오태희,3,0,7,7
11075,국제정치의이해,이효원,1,2,7,7
11082,젠더와정치,우병득,3,1,7,7
11092,인사행정론,김동원,2,0,7,7
11093,행정조직론,타오,2,0,7,7
11096,헌법,남상택,4,1,7,7
11128,기록과사회,신정엽,1,4,7,7
11129,문헌정보학개론,황정의,1,3,7,7
11135,정보시스템구축론,박종도,3,1,6,7
11220,현대패션콘텐츠,박은경,3,2,7,7
11252,분자분광학,이창민,4,1,7,7
11307,미분방정식,문병수,2,2,6,7
11309,복소함수론1,김인현,3,1,7,7
11319,중국사개론,이용운,1,4,7,7
11322,중국어듣기와말하기(1),청웨이웨이,2,2,6,7
11324,집중중국어실습(1),변다은,2,2,6,7
11335,중국학연구종합설계,장정아,4,2,6,7
11342,일본문화콘텐츠입문,남상욱,1,4,6,7
11349,실천일본어회화(1),나카무라유리,2,2,7,7
11621,AI시대의글쓰기이론과실제,최혜림,1,2,6,7
11625,AI시대의글쓰기이론과실제,윤숙,1,4,6,7
11762,AI사고와데이터리터러시,황태준,1,4,5,7
11766,AI사고와데이터리터러시,김백현,1,2,7,7
11767,AI사고와데이터리터러시,이슬비,1,3,5,7
11984,대학영어회화1,캘럼 맥코,2,1,6,7
12007,대학영어회화1,캘럼 맥코,2,1,6,7
12146,문학과테마기행,OCU,4,0,7,7
9063,(HUSS)스포츠로배우는포용,윤기준,2,2,6,6
9100,스타트업비즈니스매너,창업지원단,4,1,6,6
9112,해양경찰학개론,김병로,4,1,6,6
9114,직업기초능력2,미배정,4,1,6,6
9154,INU전공탐구,융합자유전공대학,3,3,4,6
9156,과학기술과인간의대화,정경숙,2,3,3,6
9168,근현대세계와한국사,황묘희,2,3,4,6
9169,근현대세계와한국사,이상의,2,5,1,6
9174,기초스페인어,문성주,2,3,3,6
9180,문제해결을위한파이썬,이선아,1,3,3,6
9194,서양의역사와문화,안창모,1,4,3,6
9198,심리학의이해,박준성,3,5,2,6
9198,심리학의이해,박준성,4,3,3,6
9208,위대한개츠비와그의친구들,남정현,1,5,1,6
9208,위대한개츠비와그의친구들,남정현,4,4,3,6
9209,인간관계와리더십,홍혜연,2,5,2,6
9213,일본어1,전혜수,1,2,4,6
9223,지역사회와사회공헌,이지혜,3,2,4,6
9229,초급영어글쓰기,김혜경,2,3,5,6
9234,한국미술과문화,구진경,2,5,1,6
9241,현대사회와빅데이터,양태연,1,4,3,6
9243,현대사회와빅데이터,양태연,2,4,3,6
9254,Introduction to Film and Media Studies,조지민,3,1,5,6
9259,Language and Culture,조지민,1,3,5,6
9275,결혼과가족,류민영,1,4,2,6
9275,결혼과가족,류민영,3,2,5,6
9280,경제적자유를위한투자기술,유영태,3,5,2,6
9281,공공이슈와논쟁,채드 앤더슨,1,5,3,6
9302,동물과인간사회,이종구,4,2,5,6
9312,문학의숲에서치유를만나다,전미정,3,3,3,6
9319,물류의이해,김우중,3,4,4,6
9334,사회적경제기업가의경영전략,교육혁신본부,4,2,4,6
9337,삶과천문학,김민수,3,2,5,6
9338,생활법률,이윤희,1,4,2,6
9342,생활속의경제원리,이기환,2,3,3,6
9347,세포속양자물리학,박승룡,1,5,2,6
9347,세포속양자물리학,박승룡,2,2,5,6
9361,실전토익700,차현지,2,3,3,6
9362,야구,강년주,4,1,6,6
9363,엔지니어정약용탐구,교육혁신본부,1,1,5,6
9366,역사초보자를위한한국사엿보기,교육혁신본부,1,2,4,6
9367,연극예술과문화생활,박근수,1,1,6,6
9379,우리가살고있는신비한지구,최윤성,1,2,4,6
9379,우리가살고있는신비한지구,최윤성,3,3,5,6
9381,융복합시대의스피치커뮤니케이션,김평원,2,3,3,6
9387,인간과우주,정연철,1,5,2,6
9402,처음하는기타연주,권정구,1,3,3,6
9434,한국전근대사의이해,신유아,3,2,5,6
9436,한반도와유라시아,조형진,1,3,4,6
9682,형법각론,정배근,2,4,6,6
9690,채권각론,맹광호,3,2,5,6
9692,환경법,남상택,4,2,4,6
9734,계량물류분석론,송상화,3,3,6,6
9753,일본경제론,김종인,2,1,6,6
9754,일본어독해작문(2),기타우치 다이토,2,1,5,6
9788,뇌공학,양성구,4,0,6,6
9789,바이오 센서 공학,한상길,3,2,5,6
9800,생명공학세미나 1,이동택,3,0,6,6
9801,생명공학실험 2,미배정,3,0,6,6
9807,생체재료 및 조직공학,양기석,4,1,6,6
9810,일반물리학,미배정,2,0,6,6
9811,일반물리학,미배정,1,5,5,6
9816,일반생물학실험(1),장성호,1,3,5,6
9821,일반화학실험(1),방지원,1,4,5,6
9855,동물분류생태실험,김길원,3,1,6,6
9870,생물학기초(1),박준태,1,2,5,6
9880,화학,권태현,1,1,6,6
9886,건축환경,이동석,2,1,5,6
9887,서양건축사,신은기,2,1,5,6
9914,공학수학,최원,2,1,6,6
9916,건축구조역학,박지훈,2,1,6,6
9917,건축시공,박경모,2,1,6,6
9918,건축환경(1),이동석,2,1,6,6
9930,친환경건축설비,장현숙,4,1,6,6
9942,자기설계세미나 I,이태영,1,4,3,6
9958,기초정역학,김영찬,2,2,5,6
9959,도시토지이용계획,엄현주,2,2,5,6
9988,환경공학세미나1,이도균,4,3,5,6
10006,정역학및연습,이헌우,2,0,6,6
10010,수리학(1),미배정,2,0,6,6
10029,도로공학,박정희,4,2,6,6
10033,자기설계세미나 I,이도균,1,4,4,6
10034,자기설계세미나 I,이승정,1,4,4,6
10051,도시교통계획론,양욱재,3,1,5,6
10145,위상수학1,정찬석,3,2,5,6
10215,운동과스포츠생리학,황문현,2,2,6,6
10229,장애및질환에따른신체활동,김동일,2,1,6,6
10230,생체역학,김남웅,3,2,5,6
10361,자기설계세미나 I,한혜진,1,2,4,6
10369,디자인발상과드로잉,이기오,1,2,4,6
10375,기초제품디자인,조유석,2,4,3,6
10460,세법총론,전흥재,3,2,5,6
10463,소득세법,정유석,2,1,6,6
10466,중급회계(1),김광태,2,0,6,6
10471,원가회계연습,최평국,3,2,5,6
10477,데이터과학을위한계량경영학,박준성,3,4,5,6
10481,인공지능과머신러닝,이채현,3,4,5,6
10491,회계원리,이창현,4,2,4,6
10492,회계원리,이현주,1,2,5,6
10495,회계원리,김명주,2,2,5,6
10498,MIS개론,박천웅,3,2,4,6
10501,경영과학,김서영,2,5,2,6
10504,경영과학,이상훈,2,1,5,6
10507,마케팅원론,임영수,3,1,5,6
10508,마케팅원론,박은하,2,3,3,6
10512,디지털비즈니스와소셜미디어,박천웅,4,0,6,6
10524,기업재무론,전용호,4,0,6,6
10535,투자론,김선호,4,0,6,6
10536,경영분석,정미화,3,2,4,6
10538,스타트업과비즈니스모델,김태훈,4,1,6,6
10578,데이터베이스,유제진,2,4,2,6
10597,선형대수론,김경원,3,4,3,6
10605,무선및이동통신,김도엽,4,2,4,6
10606,분산클라우드컴퓨팅,김영필,4,0,6,6
10609,정보보호시스템,이은규,4,1,6,6
10611,캡스톤디자인(1),이병주,4,2,6,6
10622,컴퓨터공학개론,전혜경,1,3,3,6
10623,컴퓨터공학개론,전혜경,1,3,4,6
10653,데이터통신,최승식,3,3,3,6
10655,사이버공격및방어,이승수,3,0,6,6
10660,CAPSTONE DESIGN,채진석,4,2,5,6
10684,객체지향프로그래밍,정현두,2,1,5,6
10689,생체계측및의공학,조영욱,3,3,4,6
10690,생체신호및시스템,정현두,3,2,5,6
10691,수치해석,한유성,3,2,5,6
10700,대학수학(1),문병수,1,0,6,6
10712,에너지화공기초실험,권오중,3,2,4,6
10757,재료의전기적성질,박재윤,3,3,6,6
10759,반도체나노공정1,이한보람,4,2,5,6
10778,확정적경영과학,이종헌,1,1,5,6
10782,품질공학,정영배,3,3,3,6
10791,시스템종합설계,이세린,4,2,5,6
10792,강화학습,정지혁,4,2,5,6
10794,스마트물류,이준혁,4,2,5,6
10798,회로이론,박창주,2,3,3,6
10799,회로이론,박창주,4,5,1,6
10820,소프트웨어입문,김교선,1,3,3,6
10836,전자기학,서정현,3,3,4,6
10839,반도체소자,정은교,4,4,3,6
10841,반도체소자,이영훈,3,4,4,6
10848,전자회로실험,유종근,3,4,2,6
10865,대학수학(1),이혜경,1,2,6,6
10878,기초반도체공학,MORE VIVEK MOHAN,4,4,5,6
10884,전기실험(2),윤주형,3,1,6,6
10895,광전기에너지공학,윤주형,4,4,4,6
10900,캡스톤설계(1),이동길,4,3,5,6
10913,대학화학,오세영,1,2,4,6
10925,물리실험(1),김병훈,1,3,4,6
10931,공학수학 1,신창훈,2,1,5,6
10942,기계재료,전태성,2,3,5,6
10947,전기전자공학개론,김경태,2,2,5,6
10948,수치해석,김백진,3,2,4,6
10959,기계진동,남동호,3,3,4,6
10962,유체역학(2),권재성,3,3,4,6
10990,소비자정량조사,최한솔,3,2,5,6
10992,소비문화와트렌드분석,김종흠,2,1,6,6
10995,가계재무상담,곽민주,4,1,6,6
11004,기업물류및SCM,안영효,3,2,5,6
11017,국제무역론,이윤,3,3,3,6
11022,금융경제학,김준식,3,3,3,6
11024,물류개론,안영효,4,3,3,6
11044,바이오비즈니스론,이루리,3,1,6,6
11064,시사경제1,황선길,2,2,5,6
11065,정치경제학,이갑영,2,1,5,6
11067,국제무역론,이원경,3,0,6,6
11076,자기설계세미나 I,정영우,1,2,6,6
11077,정치학의이해,우병득,1,2,6,6
11090,행정학,이신우,1,2,5,6
11099,경찰학,장승수,3,0,6,6
11099,경찰학,장승수,4,2,5,6
11106,인적자원개발론,김태성,1,3,6,6
11110,교수설계론,임정훈,2,1,5,6
11156,커뮤니케이션세미나,이수범,4,3,4,6
11160,위기관리전략,송민호,4,2,6,6
11165,사회복지와인권,권정호,1,2,5,6
11179,대학수학(1),이미혜,1,3,5,6
11223,패션디자인스튜디오I,이현승,3,2,6,6
11231,대학수학(1),이정찬,1,1,6,6
11232,일반물리학(1),미배정,1,1,6,6
11236,일반생물학(1),미배정,1,1,6,6
11240,일반화학(1),방지원,1,1,6,6
11251,물리화학실험,이창민,3,1,6,6
11261,대학수학(1),이미혜,1,3,5,6
11276,일반역학(1),김병훈,4,1,6,6
11278,물리연구소개,박영미,2,1,6,6
11286,반도체물리학,이진호,3,1,5,6
11306,매듭론,배영진,4,1,6,6
11311,수리통계학응용,최원,3,1,6,6
